* Measurement data measured by REW V5.19
* Source: Frequency Response Averaged data
* Format: Averaged data produced from Aug 23 19:25:22, Aug 23 19:25:38, Aug 23 19:25:53
* Dated: Aug 23, 2020 7:26:09 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from Aug 23 19:25:22, Aug 23 19:25:38, Aug 23 19:25:53
* Measurement: avg_left
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1078.491 72.048 0
1078.857 72.046 0
1079.224 72.043 0
1079.590 72.040 0
1079.956 72.038 0
1080.322 72.035 0
1080.688 72.033 0
1081.055 72.030 0
1081.421 72.028 0
1081.787 72.025 0
1082.153 72.023 0
1082.520 72.020 0
1082.886 72.018 0
1083.252 72.015 0
1083.618 72.013 0
1083.984 72.010 0
1084.351 72.008 0
1084.717 72.005 0
1085.083 72.003 0
1085.449 72.000 0
1085.815 71.998 0
1086.182 71.996 0
1086.548 71.993 0
1086.914 71.991 0
1087.280 71.989 0
1087.646 71.986 0
1088.013 71.984 0
1088.379 71.981 0
1088.745 71.979 0
1089.111 71.977 0
1089.478 71.974 0
1089.844 71.972 0
1090.210 71.970 0
1090.576 71.968 0
1090.942 71.965 0
1091.309 71.963 0
1091.675 71.961 0
1092.041 71.959 0
1092.407 71.956 0
1092.773 71.954 0
1093.140 71.952 0
1093.506 71.950 0
1093.872 71.947 0
1094.238 71.945 0
1094.604 71.943 0
1094.971 71.941 0
1095.337 71.939 0
1095.703 71.937 0
1096.069 71.934 0
1096.436 71.932 0
1096.802 71.930 0
1097.168 71.928 0
1097.534 71.926 0
1097.900 71.924 0
1098.267 71.922 0
1098.633 71.920 0
1098.999 71.918 0
1099.365 71.916 0
1099.731 71.914 0
1100.098 71.912 0
1100.464 71.910 0
1100.830 71.908 0
1101.196 71.906 0
1101.562 71.904 0
1101.929 71.902 0
1102.295 71.900 0
1102.661 71.898 0
1103.027 71.896 0
1103.394 71.894 0
1103.760 71.892 0
1104.126 71.890 0
1104.492 71.888 0
1104.858 71.886 0
1105.225 71.884 0
1105.591 71.882 0
1105.957 71.880 0
1106.323 71.879 0
1106.689 71.877 0
1107.056 71.875 0
1107.422 71.873 0
1107.788 71.871 0
1108.154 71.869 0
1108.521 71.867 0
1108.887 71.866 0
1109.253 71.864 0
1109.619 71.862 0
1109.985 71.860 0
1110.352 71.858 0
1110.718 71.857 0
1111.084 71.855 0
1111.450 71.853 0
1111.816 71.851 0
1112.183 71.850 0
1112.549 71.848 0
1112.915 71.846 0
1113.281 71.844 0
1113.647 71.843 0
1114.014 71.841 0
1114.380 71.839 0
1114.746 71.837 0
1115.112 71.836 0
1115.479 71.834 0
1115.845 71.832 0
1116.211 71.831 0
1116.577 71.829 0
1116.943 71.827 0
1117.310 71.825 0
1117.676 71.824 0
1118.042 71.822 0
1118.408 71.820 0
1118.774 71.819 0
1119.141 71.817 0
1119.507 71.815 0
1119.873 71.814 0
1120.239 71.812 0
1120.605 71.810 0
1120.972 71.809 0
1121.338 71.807 0
1121.704 71.805 0
1122.070 71.804 0
1122.437 71.802 0
1122.803 71.801 0
1123.169 71.799 0
1123.535 71.797 0
1123.901 71.796 0
1124.268 71.794 0
1124.634 71.792 0
1125.000 71.791 0
1125.366 71.789 0
1125.732 71.787 0
1126.099 71.786 0
1126.465 71.784 0
1126.831 71.783 0
1127.197 71.781 0
1127.563 71.779 0
1127.930 71.778 0
1128.296 71.776 0
1128.662 71.774 0
1129.028 71.773 0
1129.395 71.771 0
1129.761 71.769 0
1130.127 71.768 0
1130.493 71.766 0
1130.859 71.764 0
1131.226 71.763 0
1131.592 71.761 0
1131.958 71.760 0
1132.324 71.758 0
1132.690 71.756 0
1133.057 71.755 0
1133.423 71.753 0
1133.789 71.751 0
1134.155 71.750 0
1134.521 71.748 0
1134.888 71.746 0
1135.254 71.744 0
1135.620 71.743 0
1135.986 71.741 0
1136.353 71.739 0
1136.719 71.738 0
1137.085 71.736 0
1137.451 71.734 0
1137.817 71.733 0
1138.184 71.731 0
1138.550 71.729 0
1138.916 71.727 0
1139.282 71.726 0
1139.648 71.724 0
1140.015 71.722 0
1140.381 71.720 0
1140.747 71.719 0
1141.113 71.717 0
1141.479 71.715 0
1141.846 71.713 0
1142.212 71.711 0
1142.578 71.710 0
1142.944 71.708 0
1143.311 71.706 0
1143.677 71.704 0
1144.043 71.702 0
1144.409 71.701 0
1144.775 71.699 0
1145.142 71.697 0
1145.508 71.695 0
1145.874 71.693 0
1146.240 71.691 0
1146.606 71.689 0
1146.973 71.688 0
1147.339 71.686 0
1147.705 71.684 0
1148.071 71.682 0
1148.438 71.680 0
1148.804 71.678 0
1149.170 71.676 0
1149.536 71.674 0
1149.902 71.672 0
1150.269 71.670 0
1150.635 71.668 0
1151.001 71.666 0
1151.367 71.664 0
1151.733 71.662 0
1152.100 71.660 0
1152.466 71.658 0
1152.832 71.656 0
1153.198 71.654 0
1153.564 71.652 0
1153.931 71.650 0
1154.297 71.648 0
1154.663 71.646 0
1155.029 71.644 0
1155.396 71.642 0
1155.762 71.640 0
1156.128 71.638 0
1156.494 71.636 0
1156.860 71.633 0
1157.227 71.631 0
1157.593 71.629 0
1157.959 71.627 0
1158.325 71.625 0
1158.691 71.623 0
1159.058 71.621 0
1159.424 71.618 0
1159.790 71.616 0
1160.156 71.614 0
1160.522 71.612 0
1160.889 71.610 0
1161.255 71.607 0
1161.621 71.605 0
1161.987 71.603 0
1162.354 71.601 0
1162.720 71.598 0
1163.086 71.596 0
1163.452 71.594 0
1163.818 71.592 0
1164.185 71.589 0
1164.551 71.587 0
1164.917 71.585 0
1165.283 71.582 0
1165.649 71.580 0
1166.016 71.578 0
1166.382 71.575 0
1166.748 71.573 0
1167.114 71.571 0
1167.480 71.568 0
1167.847 71.566 0
1168.213 71.563 0
1168.579 71.561 0
1168.945 71.559 0
1169.312 71.556 0
1169.678 71.554 0
1170.044 71.551 0
1170.410 71.549 0
1170.776 71.546 0
1171.143 71.544 0
1171.509 71.542 0
1171.875 71.539 0
1172.241 71.537 0
1172.607 71.534 0
1172.974 71.532 0
1173.340 71.529 0
1173.706 71.527 0
1174.072 71.524 0
1174.438 71.522 0
1174.805 71.519 0
1175.171 71.517 0
1175.537 71.514 0
1175.903 71.511 0
1176.270 71.509 0
1176.636 71.506 0
1177.002 71.504 0
1177.368 71.501 0
1177.734 71.499 0
1178.101 71.496 0
1178.467 71.494 0
1178.833 71.491 0
1179.199 71.488 0
1179.565 71.486 0
1179.932 71.483 0
1180.298 71.481 0
1180.664 71.478 0
1181.030 71.475 0
1181.396 71.473 0
1181.763 71.470 0
1182.129 71.467 0
1182.495 71.465 0
1182.861 71.462 0
1183.228 71.459 0
1183.594 71.457 0
1183.960 71.454 0
1184.326 71.452 0
1184.692 71.449 0
1185.059 71.446 0
1185.425 71.444 0
1185.791 71.441 0
1186.157 71.438 0
1186.523 71.436 0
1186.890 71.433 0
1187.256 71.430 0
1187.622 71.428 0
1187.988 71.425 0
1188.354 71.422 0
1188.721 71.419 0
1189.087 71.417 0
1189.453 71.414 0
1189.819 71.411 0
1190.186 71.409 0
1190.552 71.406 0
1190.918 71.403 0
1191.284 71.401 0
1191.650 71.398 0
1192.017 71.395 0
1192.383 71.393 0
1192.749 71.390 0
1193.115 71.387 0
1193.481 71.384 0
1193.848 71.382 0
1194.214 71.379 0
1194.580 71.376 0
1194.946 71.374 0
1195.312 71.371 0
1195.679 71.368 0
1196.045 71.366 0
1196.411 71.363 0
1196.777 71.360 0
1197.144 71.358 0
1197.510 71.355 0
1197.876 71.352 0
1198.242 71.349 0
1198.608 71.347 0
1198.975 71.344 0
1199.341 71.341 0
1199.707 71.339 0
1200.073 71.336 0
1200.439 71.333 0
1200.806 71.331 0
1201.172 71.328 0
1201.538 71.325 0
1201.904 71.323 0
1202.271 71.320 0
1202.637 71.317 0
1203.003 71.315 0
1203.369 71.312 0
1203.735 71.310 0
1204.102 71.307 0
1204.468 71.304 0
1204.834 71.302 0
1205.200 71.299 0
1205.566 71.296 0
1205.933 71.294 0
1206.299 71.291 0
1206.665 71.289 0
1207.031 71.286 0
1207.397 71.283 0
1207.764 71.281 0
1208.130 71.278 0
1208.496 71.276 0
1208.862 71.273 0
1209.229 71.270 0
1209.595 71.268 0
1209.961 71.265 0
1210.327 71.263 0
1210.693 71.260 0
1211.060 71.258 0
1211.426 71.255 0
1211.792 71.253 0
1212.158 71.250 0
1212.524 71.248 0
1212.891 71.245 0
1213.257 71.243 0
1213.623 71.240 0
1213.989 71.238 0
1214.355 71.235 0
1214.722 71.233 0
1215.088 71.230 0
1215.454 71.228 0
1215.820 71.225 0
1216.187 71.223 0
1216.553 71.221 0
1216.919 71.218 0
1217.285 71.216 0
1217.651 71.213 0
1218.018 71.211 0
1218.384 71.209 0
1218.750 71.206 0
1219.116 71.204 0
1219.482 71.201 0
1219.849 71.199 0
1220.215 71.197 0
1220.581 71.194 0
1220.947 71.192 0
1221.313 71.190 0
1221.680 71.188 0
1222.046 71.185 0
1222.412 71.183 0
1222.778 71.181 0
1223.145 71.178 0
1223.511 71.176 0
1223.877 71.174 0
1224.243 71.172 0
1224.609 71.169 0
1224.976 71.167 0
1225.342 71.165 0
1225.708 71.163 0
1226.074 71.161 0
1226.440 71.159 0
1226.807 71.156 0
1227.173 71.154 0
1227.539 71.152 0
1227.905 71.150 0
1228.271 71.148 0
1228.638 71.146 0
1229.004 71.144 0
1229.370 71.142 0
1229.736 71.140 0
1230.103 71.137 0
1230.469 71.135 0
1230.835 71.133 0
1231.201 71.131 0
1231.567 71.129 0
1231.934 71.127 0
1232.300 71.125 0
1232.666 71.123 0
1233.032 71.121 0
1233.398 71.119 0
1233.765 71.118 0
1234.131 71.116 0
1234.497 71.114 0
1234.863 71.112 0
1235.229 71.110 0
1235.596 71.108 0
1235.962 71.106 0
1236.328 71.104 0
1236.694 71.102 0
1237.061 71.101 0
1237.427 71.099 0
1237.793 71.097 0
1238.159 71.095 0
1238.525 71.093 0
1238.892 71.092 0
1239.258 71.090 0
1239.624 71.088 0
1239.990 71.086 0
1240.356 71.085 0
1240.723 71.083 0
1241.089 71.081 0
1241.455 71.080 0
1241.821 71.078 0
1242.188 71.076 0
1242.554 71.075 0
1242.920 71.073 0
1243.286 71.071 0
1243.652 71.070 0
1244.019 71.068 0
1244.385 71.067 0
1244.751 71.065 0
1245.117 71.064 0
1245.483 71.062 0
1245.850 71.061 0
1246.216 71.059 0
1246.582 71.058 0
1246.948 71.056 0
1247.314 71.055 0
1247.681 71.053 0
1248.047 71.052 0
1248.413 71.050 0
1248.779 71.049 0
1249.146 71.047 0
1249.512 71.046 0
1249.878 71.045 0
1250.244 71.043 0
1250.610 71.042 0
1250.977 71.041 0
1251.343 71.039 0
1251.709 71.038 0
1252.075 71.037 0
1252.441 71.035 0
1252.808 71.034 0
1253.174 71.033 0
1253.540 71.032 0
1253.906 71.030 0
1254.272 71.029 0
1254.639 71.028 0
1255.005 71.027 0
1255.371 71.026 0
1255.737 71.025 0
1256.104 71.023 0
1256.470 71.022 0
1256.836 71.021 0
1257.202 71.020 0
1257.568 71.019 0
1257.935 71.018 0
1258.301 71.017 0
1258.667 71.016 0
1259.033 71.015 0
1259.399 71.014 0
1259.766 71.013 0
1260.132 71.012 0
1260.498 71.011 0
1260.864 71.010 0
1261.230 71.009 0
1261.597 71.008 0
1261.963 71.007 0
1262.329 71.006 0
1262.695 71.005 0
1263.062 71.004 0
1263.428 71.003 0
1263.794 71.002 0
1264.160 71.001 0
1264.526 71.001 0
1264.893 71.000 0
1265.259 70.999 0
1265.625 70.998 0
1265.991 70.997 0
1266.357 70.997 0
1266.724 70.996 0
1267.090 70.995 0
1267.456 70.994 0
1267.822 70.994 0
1268.188 70.993 0
1268.555 70.992 0
1268.921 70.991 0
1269.287 70.991 0
1269.653 70.990 0
1270.020 70.989 0
1270.386 70.989 0
1270.752 70.988 0
1271.118 70.987 0
1271.484 70.987 0
1271.851 70.986 0
1272.217 70.986 0
1272.583 70.985 0
1272.949 70.984 0
1273.315 70.984 0
1273.682 70.983 0
1274.048 70.983 0
1274.414 70.982 0
1274.780 70.982 0
1275.146 70.981 0
1275.513 70.981 0
1275.879 70.980 0
1276.245 70.980 0
1276.611 70.979 0
1276.978 70.979 0
1277.344 70.978 0
1277.710 70.978 0
1278.076 70.978 0
1278.442 70.977 0
1278.809 70.977 0
1279.175 70.976 0
1279.541 70.976 0
1279.907 70.976 0
1280.273 70.975 0
1280.640 70.975 0
1281.006 70.975 0
1281.372 70.974 0
1281.738 70.974 0
1282.104 70.974 0
1282.471 70.973 0
1282.837 70.973 0
1283.203 70.973 0
1283.569 70.972 0
1283.936 70.972 0
1284.302 70.972 0
1284.668 70.972 0
1285.034 70.971 0
1285.400 70.971 0
1285.767 70.971 0
1286.133 70.971 0
1286.499 70.971 0
1286.865 70.970 0
1287.231 70.970 0
1287.598 70.970 0
1287.964 70.970 0
1288.330 70.970 0
1288.696 70.970 0
1289.062 70.969 0
1289.429 70.969 0
1289.795 70.969 0
1290.161 70.969 0
1290.527 70.969 0
1290.894 70.969 0
1291.260 70.969 0
1291.626 70.969 0
1291.992 70.968 0
1292.358 70.968 0
1292.725 70.968 0
1293.091 70.968 0
1293.457 70.968 0
1293.823 70.968 0
1294.189 70.968 0
1294.556 70.968 0
1294.922 70.968 0
1295.288 70.968 0
1295.654 70.968 0
1296.021 70.968 0
1296.387 70.968 0
1296.753 70.968 0
1297.119 70.968 0
1297.485 70.968 0
1297.852 70.968 0
1298.218 70.968 0
1298.584 70.968 0
1298.950 70.968 0
1299.316 70.968 0
1299.683 70.968 0
1300.049 70.968 0
1300.415 70.968 0
1300.781 70.968 0
1301.147 70.968 0
1301.514 70.968 0
1301.880 70.968 0
1302.246 70.968 0
1302.612 70.969 0
1302.979 70.969 0
1303.345 70.969 0
1303.711 70.969 0
1304.077 70.969 0
1304.443 70.969 0
1304.810 70.969 0
1305.176 70.969 0
1305.542 70.969 0
1305.908 70.969 0
1306.274 70.969 0
1306.641 70.970 0
1307.007 70.970 0
1307.373 70.970 0
1307.739 70.970 0
1308.105 70.970 0
1308.472 70.970 0
1308.838 70.970 0
1309.204 70.971 0
1309.570 70.971 0
1309.937 70.971 0
1310.303 70.971 0
1310.669 70.971 0
1311.035 70.971 0
1311.401 70.971 0
1311.768 70.972 0
1312.134 70.972 0
1312.500 70.972 0
1312.866 70.972 0
1313.232 70.972 0
1313.599 70.972 0
1313.965 70.973 0
1314.331 70.973 0
1314.697 70.973 0
1315.063 70.973 0
1315.430 70.973 0
1315.796 70.973 0
1316.162 70.974 0
1316.528 70.974 0
1316.895 70.974 0
1317.261 70.974 0
1317.627 70.974 0
1317.993 70.975 0
1318.359 70.975 0
1318.726 70.975 0
1319.092 70.975 0
1319.458 70.975 0
1319.824 70.975 0
1320.190 70.976 0
1320.557 70.976 0
1320.923 70.976 0
1321.289 70.976 0
1321.655 70.976 0
1322.021 70.977 0
1322.388 70.977 0
1322.754 70.977 0
1323.120 70.977 0
1323.486 70.977 0
1323.853 70.978 0
1324.219 70.978 0
1324.585 70.978 0
1324.951 70.978 0
1325.317 70.978 0
1325.684 70.979 0
1326.050 70.979 0
1326.416 70.979 0
1326.782 70.979 0
1327.148 70.980 0
1327.515 70.980 0
1327.881 70.980 0
1328.247 70.980 0
1328.613 70.980 0
1328.979 70.981 0
1329.346 70.981 0
1329.712 70.981 0
1330.078 70.981 0
1330.444 70.981 0
1330.811 70.982 0
1331.177 70.982 0
1331.543 70.982 0
1331.909 70.982 0
1332.275 70.982 0
1332.642 70.983 0
1333.008 70.983 0
1333.374 70.983 0
1333.740 70.983 0
1334.106 70.983 0
1334.473 70.984 0
1334.839 70.984 0
1335.205 70.984 0
1335.571 70.984 0
1335.938 70.985 0
1336.304 70.985 0
1336.670 70.985 0
1337.036 70.985 0
1337.402 70.985 0
1337.769 70.986 0
1338.135 70.986 0
1338.501 70.986 0
1338.867 70.986 0
1339.233 70.987 0
1339.600 70.987 0
1339.966 70.987 0
1340.332 70.987 0
1340.698 70.987 0
1341.064 70.988 0
1341.431 70.988 0
1341.797 70.988 0
1342.163 70.988 0
1342.529 70.988 0
1342.896 70.989 0
1343.262 70.989 0
1343.628 70.989 0
1343.994 70.989 0
1344.360 70.990 0
1344.727 70.990 0
1345.093 70.990 0
1345.459 70.990 0
1345.825 70.991 0
1346.191 70.991 0
1346.558 70.991 0
1346.924 70.991 0
1347.290 70.991 0
1347.656 70.992 0
1348.022 70.992 0
1348.389 70.992 0
1348.755 70.992 0
1349.121 70.993 0
1349.487 70.993 0
1349.854 70.993 0
1350.220 70.993 0
1350.586 70.994 0
1350.952 70.994 0
1351.318 70.994 0
1351.685 70.994 0
1352.051 70.995 0
1352.417 70.995 0
1352.783 70.995 0
1353.149 70.996 0
1353.516 70.996 0
1353.882 70.996 0
1354.248 70.996 0
1354.614 70.997 0
1354.980 70.997 0
1355.347 70.997 0
1355.713 70.997 0
1356.079 70.998 0
1356.445 70.998 0
1356.812 70.998 0
1357.178 70.999 0
1357.544 70.999 0
1357.910 70.999 0
1358.276 71.000 0
1358.643 71.000 0
1359.009 71.000 0
1359.375 71.000 0
1359.741 71.001 0
1360.107 71.001 0
1360.474 71.001 0
1360.840 71.002 0
1361.206 71.002 0
1361.572 71.002 0
1361.938 71.003 0
1362.305 71.003 0
1362.671 71.003 0
1363.037 71.004 0
1363.403 71.004 0
1363.770 71.005 0
1364.136 71.005 0
1364.502 71.005 0
1364.868 71.006 0
1365.234 71.006 0
1365.601 71.006 0
1365.967 71.007 0
1366.333 71.007 0
1366.699 71.008 0
1367.065 71.008 0
1367.432 71.008 0
1367.798 71.009 0
1368.164 71.009 0
1368.530 71.010 0
1368.896 71.010 0
1369.263 71.011 0
1369.629 71.011 0
1369.995 71.012 0
1370.361 71.012 0
1370.728 71.012 0
1371.094 71.013 0
1371.460 71.013 0
1371.826 71.014 0
1372.192 71.014 0
1372.559 71.015 0
1372.925 71.015 0
1373.291 71.016 0
1373.657 71.016 0
1374.023 71.017 0
1374.390 71.017 0
1374.756 71.018 0
1375.122 71.018 0
1375.488 71.019 0
1375.854 71.020 0
1376.221 71.020 0
1376.587 71.021 0
1376.953 71.021 0
1377.319 71.022 0
1377.686 71.022 0
1378.052 71.023 0
1378.418 71.024 0
1378.784 71.024 0
1379.150 71.025 0
1379.517 71.026 0
1379.883 71.026 0
1380.249 71.027 0
1380.615 71.028 0
1380.981 71.028 0
1381.348 71.029 0
1381.714 71.030 0
1382.080 71.030 0
1382.446 71.031 0
1382.812 71.032 0
1383.179 71.032 0
1383.545 71.033 0
1383.911 71.034 0
1384.277 71.035 0
1384.644 71.035 0
1385.010 71.036 0
1385.376 71.037 0
1385.742 71.038 0
1386.108 71.038 0
1386.475 71.039 0
1386.841 71.040 0
1387.207 71.041 0
1387.573 71.042 0
1387.939 71.042 0
1388.306 71.043 0
1388.672 71.044 0
1389.038 71.045 0
1389.404 71.046 0
1389.771 71.047 0
1390.137 71.048 0
1390.503 71.049 0
1390.869 71.049 0
1391.235 71.050 0
1391.602 71.051 0
1391.968 71.052 0
1392.334 71.053 0
1392.700 71.054 0
1393.066 71.055 0
1393.433 71.056 0
1393.799 71.057 0
1394.165 71.058 0
1394.531 71.059 0
1394.897 71.060 0
1395.264 71.061 0
1395.630 71.062 0
1395.996 71.063 0
1396.362 71.064 0
1396.729 71.065 0
1397.095 71.066 0
1397.461 71.067 0
1397.827 71.069 0
1398.193 71.070 0
1398.560 71.071 0
1398.926 71.072 0
1399.292 71.073 0
1399.658 71.074 0
1400.024 71.075 0
1400.391 71.077 0
1400.757 71.078 0
1401.123 71.079 0
1401.489 71.080 0
1401.855 71.081 0
1402.222 71.083 0
1402.588 71.084 0
1402.954 71.085 0
1403.320 71.086 0
1403.687 71.088 0
1404.053 71.089 0
1404.419 71.090 0
1404.785 71.091 0
1405.151 71.093 0
1405.518 71.094 0
1405.884 71.095 0
1406.250 71.097 0
1406.616 71.098 0
1406.982 71.100 0
1407.349 71.101 0
1407.715 71.102 0
1408.081 71.104 0
1408.447 71.105 0
1408.813 71.107 0
1409.180 71.108 0
1409.546 71.109 0
1409.912 71.111 0
1410.278 71.112 0
1410.645 71.114 0
1411.011 71.115 0
1411.377 71.117 0
1411.743 71.118 0
1412.109 71.120 0
1412.476 71.121 0
1412.842 71.123 0
1413.208 71.124 0
1413.574 71.126 0
1413.940 71.128 0
1414.307 71.129 0
1414.673 71.131 0
1415.039 71.132 0
1415.405 71.134 0
1415.771 71.136 0
1416.138 71.137 0
1416.504 71.139 0
1416.870 71.141 0
1417.236 71.142 0
1417.603 71.144 0
1417.969 71.146 0
1418.335 71.147 0
1418.701 71.149 0
1419.067 71.151 0
1419.434 71.153 0
1419.800 71.154 0
1420.166 71.156 0
1420.532 71.158 0
1420.898 71.160 0
1421.265 71.161 0
1421.631 71.163 0
1421.997 71.165 0
1422.363 71.167 0
1422.729 71.169 0
1423.096 71.170 0
1423.462 71.172 0
1423.828 71.174 0
1424.194 71.176 0
1424.561 71.178 0
1424.927 71.180 0
1425.293 71.182 0
1425.659 71.184 0
1426.025 71.186 0
1426.392 71.188 0
1426.758 71.189 0
1427.124 71.191 0
1427.490 71.193 0
1427.856 71.195 0
1428.223 71.197 0
1428.589 71.199 0
1428.955 71.201 0
1429.321 71.203 0
1429.688 71.205 0
1430.054 71.207 0
1430.420 71.209 0
1430.786 71.211 0
1431.152 71.213 0
1431.519 71.216 0
1431.885 71.218 0
1432.251 71.220 0
1432.617 71.222 0
1432.983 71.224 0
1433.350 71.226 0
1433.716 71.228 0
1434.082 71.230 0
1434.448 71.232 0
1434.814 71.235 0
1435.181 71.237 0
1435.547 71.239 0
1435.913 71.241 0
1436.279 71.243 0
1436.646 71.245 0
1437.012 71.248 0
1437.378 71.250 0
1437.744 71.252 0
1438.110 71.254 0
1438.477 71.256 0
1438.843 71.259 0
1439.209 71.261 0
1439.575 71.263 0
1439.941 71.265 0
1440.308 71.268 0
1440.674 71.270 0
1441.040 71.272 0
1441.406 71.275 0
1441.772 71.277 0
1442.139 71.279 0
1442.505 71.282 0
1442.871 71.284 0
1443.237 71.286 0
1443.604 71.289 0
1443.970 71.291 0
1444.336 71.293 0
1444.702 71.296 0
1445.068 71.298 0
1445.435 71.300 0
1445.801 71.303 0
1446.167 71.305 0
1446.533 71.308 0
1446.899 71.310 0
1447.266 71.312 0
1447.632 71.315 0
1447.998 71.317 0
1448.364 71.320 0
1448.730 71.322 0
1449.097 71.324 0
1449.463 71.327 0
1449.829 71.329 0
1450.195 71.332 0
1450.562 71.334 0
1450.928 71.337 0
1451.294 71.339 0
1451.660 71.342 0
1452.026 71.344 0
1452.393 71.347 0
1452.759 71.349 0
1453.125 71.352 0
1453.491 71.354 0
1453.857 71.357 0
1454.224 71.359 0
1454.590 71.362 0
1454.956 71.364 0
1455.322 71.367 0
1455.688 71.370 0
1456.055 71.372 0
1456.421 71.375 0
1456.787 71.377 0
1457.153 71.380 0
1457.520 71.382 0
1457.886 71.385 0
1458.252 71.388 0
1458.618 71.390 0
1458.984 71.393 0
1459.351 71.395 0
1459.717 71.398 0
1460.083 71.401 0
1460.449 71.403 0
1460.815 71.406 0
1461.182 71.408 0
1461.548 71.411 0
1461.914 71.414 0
1462.280 71.416 0
1462.646 71.419 0
1463.013 71.422 0
1463.379 71.424 0
1463.745 71.427 0
1464.111 71.430 0
1464.478 71.432 0
1464.844 71.435 0
1465.210 71.438 0
1465.576 71.440 0
1465.942 71.443 0
1466.309 71.446 0
1466.675 71.448 0
1467.041 71.451 0
1467.407 71.454 0
1467.773 71.456 0
1468.140 71.459 0
1468.506 71.462 0
1468.872 71.465 0
1469.238 71.467 0
1469.604 71.470 0
1469.971 71.473 0
1470.337 71.475 0
1470.703 71.478 0
1471.069 71.481 0
1471.436 71.484 0
1471.802 71.486 0
1472.168 71.489 0
1472.534 71.492 0
1472.900 71.495 0
1473.267 71.497 0
1473.633 71.500 0
1473.999 71.503 0
1474.365 71.506 0
1474.731 71.508 0
1475.098 71.511 0
1475.464 71.514 0
1475.830 71.517 0
1476.196 71.519 0
1476.562 71.522 0
1476.929 71.525 0
1477.295 71.528 0
1477.661 71.531 0
1478.027 71.533 0
1478.394 71.536 0
1478.760 71.539 0
1479.126 71.542 0
1479.492 71.544 0
1479.858 71.547 0
1480.225 71.550 0
1480.591 71.553 0
1480.957 71.556 0
1481.323 71.558 0
1481.689 71.561 0
1482.056 71.564 0
1482.422 71.567 0
1482.788 71.570 0
1483.154 71.572 0
1483.521 71.575 0
1483.887 71.578 0
1484.253 71.581 0
1484.619 71.584 0
1484.985 71.586 0
1485.352 71.589 0
1485.718 71.592 0
1486.084 71.595 0
1486.450 71.598 0
1486.816 71.600 0
1487.183 71.603 0
1487.549 71.606 0
1487.915 71.609 0
1488.281 71.612 0
1488.647 71.614 0
1489.014 71.617 0
1489.380 71.620 0
1489.746 71.623 0
1490.112 71.626 0
1490.479 71.628 0
1490.845 71.631 0
1491.211 71.634 0
1491.577 71.637 0
1491.943 71.640 0
1492.310 71.642 0
1492.676 71.645 0
1493.042 71.648 0
1493.408 71.651 0
1493.774 71.654 0
1494.141 71.657 0
1494.507 71.659 0
1494.873 71.662 0
1495.239 71.665 0
1495.605 71.668 0
1495.972 71.671 0
1496.338 71.673 0
1496.704 71.676 0
1497.070 71.679 0
1497.437 71.682 0
1497.803 71.685 0
1498.169 71.687 0
1498.535 71.690 0
1498.901 71.693 0
1499.268 71.696 0
1499.634 71.699 0
1500.000 71.701 0
1500.366 71.704 0
1500.732 71.707 0
1501.099 71.710 0
1501.465 71.713 0
1501.831 71.715 0
1502.197 71.718 0
1502.563 71.721 0
1502.930 71.724 0
1503.296 71.726 0
1503.662 71.729 0
1504.028 71.732 0
1504.395 71.735 0
1504.761 71.738 0
1505.127 71.740 0
1505.493 71.743 0
1505.859 71.746 0
1506.226 71.749 0
1506.592 71.751 0
1506.958 71.754 0
1507.324 71.757 0
1507.690 71.760 0
1508.057 71.762 0
1508.423 71.765 0
1508.789 71.768 0
1509.155 71.771 0
1509.521 71.773 0
1509.888 71.776 0
1510.254 71.779 0
1510.620 71.782 0
1510.986 71.784 0
1511.353 71.787 0
1511.719 71.790 0
1512.085 71.793 0
1512.451 71.795 0
1512.817 71.798 0
1513.184 71.801 0
1513.550 71.803 0
1513.916 71.806 0
1514.282 71.809 0
1514.648 71.812 0
1515.015 71.814 0
1515.381 71.817 0
1515.747 71.820 0
1516.113 71.822 0
1516.479 71.825 0
1516.846 71.828 0
1517.212 71.830 0
1517.578 71.833 0
1517.944 71.836 0
1518.311 71.839 0
1518.677 71.841 0
1519.043 71.844 0
1519.409 71.846 0
1519.775 71.849 0
1520.142 71.852 0
1520.508 71.854 0
1520.874 71.857 0
1521.240 71.860 0
1521.606 71.862 0
1521.973 71.865 0
1522.339 71.868 0
1522.705 71.870 0
1523.071 71.873 0
1523.438 71.875 0
1523.804 71.878 0
1524.170 71.881 0
1524.536 71.883 0
1524.902 71.886 0
1525.269 71.888 0
1525.635 71.891 0
1526.001 71.894 0
1526.367 71.896 0
1526.733 71.899 0
1527.100 71.901 0
1527.466 71.904 0
1527.832 71.906 0
1528.198 71.909 0
1528.564 71.912 0
1528.931 71.914 0
1529.297 71.917 0
1529.663 71.919 0
1530.029 71.922 0
1530.396 71.924 0
1530.762 71.927 0
1531.128 71.929 0
1531.494 71.932 0
1531.860 71.934 0
1532.227 71.937 0
1532.593 71.939 0
1532.959 71.942 0
1533.325 71.944 0
1533.691 71.947 0
1534.058 71.949 0
1534.424 71.951 0
1534.790 71.954 0
