* Measurement data measured by REW V5.19
* Source: Frequency Response Averaged data
* Format: Averaged data produced from Aug 23 19:23:20, Aug 23 19:23:40, Aug 23 19:24:07
* Dated: Aug 23, 2020 7:24:29 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from Aug 23 19:23:20, Aug 23 19:23:40, Aug 23 19:24:07
* Measurement: avg_right
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4708.740 69.462 0
4709.106 69.461 0
4709.473 69.461 0
4709.839 69.460 0
4710.205 69.460 0
4710.571 69.459 0
4710.938 69.459 0
4711.304 69.458 0
4711.670 69.458 0
4712.036 69.458 0
4712.402 69.457 0
4712.769 69.457 0
4713.135 69.456 0
4713.501 69.456 0
4713.867 69.455 0
4714.233 69.455 0
4714.600 69.454 0
4714.966 69.454 0
4715.332 69.453 0
4715.698 69.453 0
4716.064 69.452 0
4716.431 69.452 0
4716.797 69.451 0
4717.163 69.451 0
4717.529 69.450 0
4717.896 69.450 0
4718.262 69.449 0
4718.628 69.449 0
4718.994 69.448 0
4719.360 69.448 0
4719.727 69.448 0
4720.093 69.447 0
4720.459 69.447 0
4720.825 69.446 0
4721.191 69.446 0
4721.558 69.445 0
4721.924 69.445 0
4722.290 69.444 0
4722.656 69.444 0
4723.022 69.443 0
4723.389 69.443 0
4723.755 69.442 0
4724.121 69.442 0
4724.487 69.441 0
4724.854 69.441 0
4725.220 69.440 0
4725.586 69.440 0
4725.952 69.439 0
4726.318 69.439 0
4726.685 69.438 0
4727.051 69.438 0
4727.417 69.437 0
4727.783 69.437 0
4728.149 69.436 0
4728.516 69.436 0
4728.882 69.435 0
4729.248 69.435 0
4729.614 69.434 0
4729.980 69.434 0
4730.347 69.434 0
4730.713 69.433 0
4731.079 69.433 0
4731.445 69.432 0
4731.812 69.432 0
4732.178 69.431 0
4732.544 69.431 0
4732.910 69.430 0
4733.276 69.430 0
4733.643 69.429 0
4734.009 69.429 0
4734.375 69.428 0
4734.741 69.428 0
4735.107 69.427 0
4735.474 69.427 0
4735.840 69.426 0
4736.206 69.426 0
4736.572 69.425 0
4736.938 69.425 0
4737.305 69.424 0
4737.671 69.424 0
4738.037 69.423 0
4738.403 69.423 0
4738.770 69.422 0
4739.136 69.422 0
4739.502 69.421 0
4739.868 69.421 0
4740.234 69.420 0
4740.601 69.420 0
4740.967 69.419 0
4741.333 69.419 0
4741.699 69.418 0
4742.065 69.418 0
4742.432 69.417 0
4742.798 69.417 0
4743.164 69.416 0
4743.530 69.416 0
4743.896 69.415 0
4744.263 69.415 0
4744.629 69.414 0
4744.995 69.414 0
4745.361 69.413 0
4745.728 69.413 0
4746.094 69.412 0
4746.460 69.412 0
4746.826 69.411 0
4747.192 69.411 0
4747.559 69.410 0
4747.925 69.410 0
4748.291 69.409 0
4748.657 69.409 0
4749.023 69.408 0
4749.390 69.408 0
4749.756 69.407 0
4750.122 69.407 0
4750.488 69.406 0
4750.854 69.406 0
4751.221 69.405 0
4751.587 69.405 0
4751.953 69.404 0
4752.319 69.404 0
4752.686 69.403 0
4753.052 69.403 0
4753.418 69.402 0
4753.784 69.402 0
4754.150 69.401 0
4754.517 69.401 0
4754.883 69.400 0
4755.249 69.400 0
4755.615 69.399 0
4755.981 69.399 0
4756.348 69.398 0
4756.714 69.398 0
4757.080 69.397 0
4757.446 69.397 0
4757.812 69.396 0
4758.179 69.396 0
4758.545 69.395 0
4758.911 69.395 0
4759.277 69.394 0
4759.644 69.394 0
4760.010 69.393 0
4760.376 69.393 0
4760.742 69.392 0
4761.108 69.392 0
4761.475 69.391 0
4761.841 69.391 0
4762.207 69.390 0
4762.573 69.390 0
4762.939 69.389 0
4763.306 69.389 0
4763.672 69.388 0
4764.038 69.388 0
4764.404 69.387 0
4764.771 69.387 0
4765.137 69.386 0
4765.503 69.386 0
4765.869 69.385 0
4766.235 69.385 0
4766.602 69.384 0
4766.968 69.384 0
4767.334 69.383 0
4767.700 69.383 0
4768.066 69.382 0
4768.433 69.382 0
4768.799 69.381 0
4769.165 69.381 0
4769.531 69.380 0
4769.897 69.380 0
4770.264 69.379 0
4770.630 69.379 0
4770.996 69.378 0
4771.362 69.377 0
4771.729 69.377 0
4772.095 69.376 0
4772.461 69.376 0
4772.827 69.375 0
4773.193 69.375 0
4773.560 69.374 0
4773.926 69.374 0
4774.292 69.373 0
4774.658 69.373 0
4775.024 69.372 0
4775.391 69.372 0
4775.757 69.371 0
4776.123 69.371 0
4776.489 69.370 0
4776.855 69.370 0
4777.222 69.369 0
4777.588 69.369 0
4777.954 69.368 0
4778.320 69.368 0
4778.687 69.367 0
4779.053 69.367 0
4779.419 69.366 0
4779.785 69.366 0
4780.151 69.365 0
4780.518 69.365 0
4780.884 69.364 0
4781.250 69.364 0
4781.616 69.363 0
4781.982 69.363 0
4782.349 69.362 0
4782.715 69.361 0
4783.081 69.361 0
4783.447 69.360 0
4783.813 69.360 0
4784.180 69.359 0
4784.546 69.359 0
4784.912 69.358 0
4785.278 69.358 0
4785.645 69.357 0
4786.011 69.357 0
4786.377 69.356 0
4786.743 69.356 0
4787.109 69.355 0
4787.476 69.355 0
4787.842 69.354 0
4788.208 69.354 0
4788.574 69.353 0
4788.940 69.353 0
4789.307 69.352 0
4789.673 69.352 0
4790.039 69.351 0
4790.405 69.351 0
4790.771 69.350 0
4791.138 69.349 0
4791.504 69.349 0
4791.870 69.348 0
4792.236 69.348 0
4792.603 69.347 0
4792.969 69.347 0
4793.335 69.346 0
4793.701 69.346 0
4794.067 69.345 0
4794.434 69.345 0
4794.800 69.344 0
4795.166 69.344 0
4795.532 69.343 0
4795.898 69.343 0
4796.265 69.342 0
4796.631 69.342 0
4796.997 69.341 0
4797.363 69.341 0
4797.729 69.340 0
4798.096 69.339 0
4798.462 69.339 0
4798.828 69.338 0
4799.194 69.338 0
4799.561 69.337 0
4799.927 69.337 0
4800.293 69.336 0
4800.659 69.336 0
4801.025 69.335 0
4801.392 69.335 0
4801.758 69.334 0
4802.124 69.334 0
4802.490 69.333 0
4802.856 69.333 0
4803.223 69.332 0
4803.589 69.331 0
4803.955 69.331 0
4804.321 69.330 0
4804.688 69.330 0
4805.054 69.329 0
4805.420 69.329 0
4805.786 69.328 0
4806.152 69.328 0
4806.519 69.327 0
4806.885 69.327 0
4807.251 69.326 0
4807.617 69.326 0
4807.983 69.325 0
4808.350 69.325 0
4808.716 69.324 0
4809.082 69.323 0
4809.448 69.323 0
4809.814 69.322 0
4810.181 69.322 0
4810.547 69.321 0
4810.913 69.321 0
4811.279 69.320 0
4811.646 69.320 0
4812.012 69.319 0
4812.378 69.319 0
4812.744 69.318 0
4813.110 69.318 0
4813.477 69.317 0
4813.843 69.317 0
4814.209 69.316 0
4814.575 69.315 0
4814.941 69.315 0
4815.308 69.314 0
4815.674 69.314 0
4816.040 69.313 0
4816.406 69.313 0
4816.772 69.312 0
4817.139 69.312 0
4817.505 69.311 0
4817.871 69.311 0
4818.237 69.310 0
4818.604 69.310 0
4818.970 69.309 0
4819.336 69.308 0
4819.702 69.308 0
4820.068 69.307 0
4820.435 69.307 0
4820.801 69.306 0
4821.167 69.306 0
4821.533 69.305 0
4821.899 69.305 0
4822.266 69.304 0
4822.632 69.304 0
4822.998 69.303 0
4823.364 69.302 0
4823.730 69.302 0
4824.097 69.301 0
4824.463 69.301 0
4824.829 69.300 0
4825.195 69.300 0
4825.562 69.299 0
4825.928 69.299 0
4826.294 69.298 0
4826.660 69.298 0
4827.026 69.297 0
4827.393 69.297 0
4827.759 69.296 0
4828.125 69.295 0
4828.491 69.295 0
4828.857 69.294 0
4829.224 69.294 0
4829.590 69.293 0
4829.956 69.293 0
4830.322 69.292 0
4830.688 69.292 0
4831.055 69.291 0
4831.421 69.291 0
4831.787 69.290 0
4832.153 69.289 0
4832.520 69.289 0
4832.886 69.288 0
4833.252 69.288 0
4833.618 69.287 0
4833.984 69.287 0
4834.351 69.286 0
4834.717 69.286 0
4835.083 69.285 0
4835.449 69.284 0
4835.815 69.284 0
4836.182 69.283 0
4836.548 69.283 0
4836.914 69.282 0
4837.280 69.282 0
4837.646 69.281 0
4838.013 69.281 0
4838.379 69.280 0
4838.745 69.280 0
4839.111 69.279 0
4839.478 69.278 0
4839.844 69.278 0
4840.210 69.277 0
4840.576 69.277 0
4840.942 69.276 0
4841.309 69.276 0
4841.675 69.275 0
4842.041 69.275 0
4842.407 69.274 0
4842.773 69.273 0
4843.140 69.273 0
4843.506 69.272 0
4843.872 69.272 0
4844.238 69.271 0
4844.604 69.271 0
4844.971 69.270 0
4845.337 69.270 0
4845.703 69.269 0
4846.069 69.269 0
4846.436 69.268 0
4846.802 69.267 0
4847.168 69.267 0
4847.534 69.266 0
4847.900 69.266 0
4848.267 69.265 0
4848.633 69.265 0
4848.999 69.264 0
4849.365 69.264 0
4849.731 69.263 0
4850.098 69.262 0
4850.464 69.262 0
4850.830 69.261 0
4851.196 69.261 0
4851.562 69.260 0
4851.929 69.260 0
4852.295 69.259 0
4852.661 69.259 0
4853.027 69.258 0
4853.394 69.257 0
4853.760 69.257 0
4854.126 69.256 0
4854.492 69.256 0
4854.858 69.255 0
4855.225 69.255 0
4855.591 69.254 0
4855.957 69.253 0
4856.323 69.253 0
4856.689 69.252 0
4857.056 69.252 0
4857.422 69.251 0
4857.788 69.251 0
4858.154 69.250 0
4858.521 69.250 0
4858.887 69.249 0
4859.253 69.248 0
4859.619 69.248 0
4859.985 69.247 0
4860.352 69.247 0
4860.718 69.246 0
4861.084 69.246 0
4861.450 69.245 0
4861.816 69.245 0
4862.183 69.244 0
4862.549 69.243 0
4862.915 69.243 0
4863.281 69.242 0
4863.647 69.242 0
4864.014 69.241 0
4864.380 69.241 0
4864.746 69.240 0
4865.112 69.239 0
4865.479 69.239 0
4865.845 69.238 0
4866.211 69.238 0
4866.577 69.237 0
4866.943 69.237 0
4867.310 69.236 0
4867.676 69.236 0
4868.042 69.235 0
4868.408 69.234 0
4868.774 69.234 0
4869.141 69.233 0
4869.507 69.233 0
4869.873 69.232 0
4870.239 69.232 0
4870.605 69.231 0
4870.972 69.230 0
4871.338 69.230 0
4871.704 69.229 0
4872.070 69.229 0
4872.437 69.228 0
4872.803 69.228 0
4873.169 69.227 0
4873.535 69.227 0
4873.901 69.226 0
4874.268 69.225 0
4874.634 69.225 0
4875.000 69.224 0
4875.366 69.224 0
4875.732 69.223 0
4876.099 69.223 0
4876.465 69.222 0
4876.831 69.221 0
4877.197 69.221 0
4877.563 69.220 0
4877.930 69.220 0
4878.296 69.219 0
4878.662 69.219 0
4879.028 69.218 0
4879.395 69.217 0
4879.761 69.217 0
4880.127 69.216 0
4880.493 69.216 0
4880.859 69.215 0
4881.226 69.215 0
4881.592 69.214 0
4881.958 69.213 0
4882.324 69.213 0
4882.690 69.212 0
4883.057 69.212 0
4883.423 69.211 0
4883.789 69.211 0
4884.155 69.210 0
4884.521 69.209 0
4884.888 69.209 0
4885.254 69.208 0
4885.620 69.208 0
4885.986 69.207 0
4886.353 69.207 0
4886.719 69.206 0
4887.085 69.205 0
4887.451 69.205 0
4887.817 69.204 0
4888.184 69.204 0
4888.550 69.203 0
4888.916 69.203 0
4889.282 69.202 0
4889.648 69.201 0
4890.015 69.201 0
4890.381 69.200 0
4890.747 69.200 0
4891.113 69.199 0
4891.479 69.199 0
4891.846 69.198 0
4892.212 69.197 0
4892.578 69.197 0
4892.944 69.196 0
4893.311 69.196 0
4893.677 69.195 0
4894.043 69.195 0
4894.409 69.194 0
4894.775 69.193 0
4895.142 69.193 0
4895.508 69.192 0
4895.874 69.192 0
4896.240 69.191 0
4896.606 69.191 0
4896.973 69.190 0
4897.339 69.189 0
4897.705 69.189 0
4898.071 69.188 0
4898.438 69.188 0
4898.804 69.187 0
4899.170 69.187 0
4899.536 69.186 0
4899.902 69.185 0
4900.269 69.185 0
4900.635 69.184 0
4901.001 69.184 0
4901.367 69.183 0
4901.733 69.183 0
4902.100 69.182 0
4902.466 69.181 0
4902.832 69.181 0
4903.198 69.180 0
4903.564 69.180 0
4903.931 69.179 0
4904.297 69.178 0
4904.663 69.178 0
4905.029 69.177 0
4905.396 69.177 0
4905.762 69.176 0
4906.128 69.176 0
4906.494 69.175 0
4906.860 69.174 0
4907.227 69.174 0
4907.593 69.173 0
4907.959 69.173 0
4908.325 69.172 0
4908.691 69.172 0
4909.058 69.171 0
4909.424 69.170 0
4909.790 69.170 0
4910.156 69.169 0
4910.522 69.169 0
4910.889 69.168 0
4911.255 69.167 0
4911.621 69.167 0
4911.987 69.166 0
4912.354 69.166 0
4912.720 69.165 0
4913.086 69.165 0
4913.452 69.164 0
4913.818 69.163 0
4914.185 69.163 0
4914.551 69.162 0
4914.917 69.162 0
4915.283 69.161 0
4915.649 69.161 0
4916.016 69.160 0
4916.382 69.159 0
4916.748 69.159 0
4917.114 69.158 0
4917.480 69.158 0
4917.847 69.157 0
4918.213 69.156 0
4918.579 69.156 0
4918.945 69.155 0
4919.312 69.155 0
4919.678 69.154 0
4920.044 69.154 0
4920.410 69.153 0
4920.776 69.152 0
4921.143 69.152 0
4921.509 69.151 0
4921.875 69.151 0
4922.241 69.150 0
4922.607 69.149 0
4922.974 69.149 0
4923.340 69.148 0
4923.706 69.148 0
4924.072 69.147 0
4924.438 69.147 0
4924.805 69.146 0
4925.171 69.145 0
4925.537 69.145 0
4925.903 69.144 0
4926.270 69.144 0
4926.636 69.143 0
4927.002 69.142 0
4927.368 69.142 0
4927.734 69.141 0
4928.101 69.141 0
4928.467 69.140 0
4928.833 69.139 0
4929.199 69.139 0
4929.565 69.138 0
4929.932 69.138 0
4930.298 69.137 0
4930.664 69.137 0
4931.030 69.136 0
4931.396 69.135 0
4931.763 69.135 0
4932.129 69.134 0
4932.495 69.134 0
4932.861 69.133 0
4933.228 69.132 0
4933.594 69.132 0
4933.960 69.131 0
4934.326 69.131 0
4934.692 69.130 0
4935.059 69.130 0
4935.425 69.129 0
4935.791 69.128 0
4936.157 69.128 0
4936.523 69.127 0
4936.890 69.127 0
4937.256 69.126 0
4937.622 69.125 0
4937.988 69.125 0
4938.354 69.124 0
4938.721 69.124 0
4939.087 69.123 0
4939.453 69.122 0
4939.819 69.122 0
4940.186 69.121 0
4940.552 69.121 0
4940.918 69.120 0
4941.284 69.120 0
4941.650 69.119 0
4942.017 69.118 0
4942.383 69.118 0
4942.749 69.117 0
4943.115 69.117 0
4943.481 69.116 0
4943.848 69.115 0
4944.214 69.115 0
4944.580 69.114 0
4944.946 69.114 0
4945.312 69.113 0
4945.679 69.112 0
4946.045 69.112 0
4946.411 69.111 0
4946.777 69.111 0
4947.144 69.110 0
4947.510 69.109 0
4947.876 69.109 0
4948.242 69.108 0
4948.608 69.108 0
4948.975 69.107 0
4949.341 69.107 0
4949.707 69.106 0
4950.073 69.105 0
4950.439 69.105 0
4950.806 69.104 0
4951.172 69.104 0
4951.538 69.103 0
4951.904 69.102 0
4952.271 69.102 0
4952.637 69.101 0
4953.003 69.101 0
4953.369 69.100 0
4953.735 69.099 0
4954.102 69.099 0
4954.468 69.098 0
4954.834 69.098 0
4955.200 69.097 0
4955.566 69.096 0
4955.933 69.096 0
4956.299 69.095 0
4956.665 69.095 0
4957.031 69.094 0
4957.397 69.093 0
4957.764 69.093 0
4958.130 69.092 0
4958.496 69.092 0
4958.862 69.091 0
4959.229 69.091 0
4959.595 69.090 0
4959.961 69.089 0
4960.327 69.089 0
4960.693 69.088 0
4961.060 69.088 0
4961.426 69.087 0
4961.792 69.086 0
4962.158 69.086 0
4962.524 69.085 0
4962.891 69.085 0
4963.257 69.084 0
4963.623 69.083 0
4963.989 69.083 0
4964.355 69.082 0
4964.722 69.082 0
4965.088 69.081 0
4965.454 69.080 0
4965.820 69.080 0
4966.187 69.079 0
4966.553 69.079 0
4966.919 69.078 0
4967.285 69.077 0
4967.651 69.077 0
4968.018 69.076 0
4968.384 69.076 0
4968.750 69.075 0
4969.116 69.074 0
4969.482 69.074 0
4969.849 69.073 0
4970.215 69.073 0
4970.581 69.072 0
4970.947 69.071 0
4971.313 69.071 0
4971.680 69.070 0
4972.046 69.070 0
4972.412 69.069 0
4972.778 69.068 0
4973.145 69.068 0
4973.511 69.067 0
4973.877 69.067 0
4974.243 69.066 0
4974.609 69.065 0
4974.976 69.065 0
4975.342 69.064 0
4975.708 69.064 0
4976.074 69.063 0
4976.440 69.062 0
4976.807 69.062 0
4977.173 69.061 0
4977.539 69.061 0
4977.905 69.060 0
4978.271 69.060 0
4978.638 69.059 0
4979.004 69.058 0
4979.370 69.058 0
4979.736 69.057 0
4980.103 69.057 0
4980.469 69.056 0
4980.835 69.055 0
4981.201 69.055 0
4981.567 69.054 0
4981.934 69.054 0
4982.300 69.053 0
4982.666 69.052 0
4983.032 69.052 0
4983.398 69.051 0
4983.765 69.051 0
4984.131 69.050 0
4984.497 69.049 0
4984.863 69.049 0
4985.229 69.048 0
4985.596 69.048 0
4985.962 69.047 0
4986.328 69.046 0
4986.694 69.046 0
4987.061 69.045 0
4987.427 69.045 0
4987.793 69.044 0
4988.159 69.043 0
4988.525 69.043 0
4988.892 69.042 0
4989.258 69.042 0
4989.624 69.041 0
4989.990 69.040 0
4990.356 69.040 0
4990.723 69.039 0
4991.089 69.039 0
4991.455 69.038 0
4991.821 69.037 0
4992.188 69.037 0
4992.554 69.036 0
4992.920 69.036 0
4993.286 69.035 0
4993.652 69.034 0
4994.019 69.034 0
4994.385 69.033 0
4994.751 69.033 0
4995.117 69.032 0
4995.483 69.031 0
4995.850 69.031 0
4996.216 69.030 0
4996.582 69.030 0
4996.948 69.029 0
4997.314 69.028 0
4997.681 69.028 0
4998.047 69.027 0
4998.413 69.027 0
4998.779 69.026 0
4999.146 69.025 0
4999.512 69.025 0
4999.878 69.024 0
5000.244 69.023 0
5000.610 69.023 0
5000.977 69.022 0
5001.343 69.022 0
5001.709 69.021 0
5002.075 69.020 0
5002.441 69.020 0
5002.808 69.019 0
5003.174 69.019 0
5003.540 69.018 0
5003.906 69.017 0
5004.272 69.017 0
5004.639 69.016 0
5005.005 69.016 0
5005.371 69.015 0
5005.737 69.014 0
5006.104 69.014 0
5006.470 69.013 0
5006.836 69.013 0
5007.202 69.012 0
5007.568 69.011 0
5007.935 69.011 0
5008.301 69.010 0
5008.667 69.010 0
5009.033 69.009 0
5009.399 69.008 0
5009.766 69.008 0
5010.132 69.007 0
5010.498 69.007 0
5010.864 69.006 0
5011.230 69.005 0
5011.597 69.005 0
5011.963 69.004 0
5012.329 69.004 0
5012.695 69.003 0
5013.062 69.002 0
5013.428 69.002 0
5013.794 69.001 0
5014.160 69.001 0
5014.526 69.000 0
5014.893 68.999 0
5015.259 68.999 0
5015.625 68.998 0
5015.991 68.998 0
5016.357 68.997 0
5016.724 68.996 0
5017.090 68.996 0
5017.456 68.995 0
5017.822 68.995 0
5018.188 68.994 0
5018.555 68.993 0
5018.921 68.993 0
5019.287 68.992 0
5019.653 68.992 0
5020.020 68.991 0
5020.386 68.990 0
5020.752 68.990 0
5021.118 68.989 0
5021.484 68.989 0
5021.851 68.988 0
5022.217 68.987 0
5022.583 68.987 0
5022.949 68.986 0
5023.315 68.985 0
5023.682 68.985 0
5024.048 68.984 0
5024.414 68.984 0
5024.780 68.983 0
5025.146 68.982 0
5025.513 68.982 0
5025.879 68.981 0
5026.245 68.981 0
5026.611 68.980 0
5026.978 68.979 0
5027.344 68.979 0
5027.710 68.978 0
5028.076 68.978 0
5028.442 68.977 0
5028.809 68.976 0
5029.175 68.976 0
5029.541 68.975 0
5029.907 68.975 0
5030.273 68.974 0
5030.640 68.973 0
5031.006 68.973 0
5031.372 68.972 0
5031.738 68.972 0
5032.104 68.971 0
5032.471 68.970 0
5032.837 68.970 0
5033.203 68.969 0
5033.569 68.969 0
5033.936 68.968 0
5034.302 68.967 0
5034.668 68.967 0
5035.034 68.966 0
5035.400 68.966 0
5035.767 68.965 0
5036.133 68.964 0
5036.499 68.964 0
5036.865 68.963 0
5037.231 68.963 0
5037.598 68.962 0
5037.964 68.961 0
5038.330 68.961 0
5038.696 68.960 0
5039.062 68.959 0
5039.429 68.959 0
5039.795 68.958 0
5040.161 68.958 0
5040.527 68.957 0
5040.894 68.956 0
5041.260 68.956 0
5041.626 68.955 0
5041.992 68.955 0
5042.358 68.954 0
5042.725 68.953 0
5043.091 68.953 0
5043.457 68.952 0
5043.823 68.952 0
5044.189 68.951 0
5044.556 68.950 0
5044.922 68.950 0
5045.288 68.949 0
5045.654 68.949 0
5046.021 68.948 0
5046.387 68.947 0
5046.753 68.947 0
5047.119 68.946 0
5047.485 68.946 0
5047.852 68.945 0
5048.218 68.944 0
5048.584 68.944 0
5048.950 68.943 0
5049.316 68.943 0
5049.683 68.942 0
5050.049 68.941 0
5050.415 68.941 0
5050.781 68.940 0
5051.147 68.939 0
5051.514 68.939 0
5051.880 68.938 0
5052.246 68.938 0
5052.612 68.937 0
5052.979 68.936 0
5053.345 68.936 0
5053.711 68.935 0
5054.077 68.935 0
5054.443 68.934 0
5054.810 68.933 0
5055.176 68.933 0
5055.542 68.932 0
5055.908 68.932 0
5056.274 68.931 0
5056.641 68.930 0
5057.007 68.930 0
5057.373 68.929 0
5057.739 68.929 0
5058.105 68.928 0
5058.472 68.927 0
5058.838 68.927 0
5059.204 68.926 0
5059.570 68.926 0
5059.937 68.925 0
5060.303 68.924 0
5060.669 68.924 0
5061.035 68.923 0
5061.401 68.923 0
5061.768 68.922 0
5062.134 68.921 0
5062.500 68.921 0
5062.866 68.920 0
5063.232 68.920 0
5063.599 68.919 0
5063.965 68.918 0
5064.331 68.918 0
5064.697 68.917 0
5065.063 68.916 0
5065.430 68.916 0
5065.796 68.915 0
5066.162 68.915 0
5066.528 68.914 0
5066.895 68.913 0
5067.261 68.913 0
5067.627 68.912 0
5067.993 68.912 0
5068.359 68.911 0
5068.726 68.910 0
5069.092 68.910 0
5069.458 68.909 0
5069.824 68.909 0
5070.190 68.908 0
5070.557 68.907 0
5070.923 68.907 0
5071.289 68.906 0
5071.655 68.906 0
5072.021 68.905 0
5072.388 68.904 0
5072.754 68.904 0
5073.120 68.903 0
5073.486 68.903 0
5073.853 68.902 0
5074.219 68.901 0
5074.585 68.901 0
5074.951 68.900 0
5075.317 68.900 0
5075.684 68.899 0
5076.050 68.898 0
5076.416 68.898 0
5076.782 68.897 0
5077.148 68.897 0
5077.515 68.896 0
5077.881 68.895 0
5078.247 68.895 0
5078.613 68.894 0
5078.979 68.893 0
5079.346 68.893 0
5079.712 68.892 0
5080.078 68.892 0
5080.444 68.891 0
5080.811 68.890 0
5081.177 68.890 0
5081.543 68.889 0
5081.909 68.889 0
5082.275 68.888 0
5082.642 68.887 0
5083.008 68.887 0
5083.374 68.886 0
5083.740 68.886 0
5084.106 68.885 0
5084.473 68.884 0
5084.839 68.884 0
5085.205 68.883 0
5085.571 68.883 0
5085.938 68.882 0
5086.304 68.881 0
5086.670 68.881 0
5087.036 68.880 0
5087.402 68.880 0
5087.769 68.879 0
5088.135 68.878 0
5088.501 68.878 0
5088.867 68.877 0
5089.233 68.877 0
5089.600 68.876 0
5089.966 68.875 0
5090.332 68.875 0
5090.698 68.874 0
5091.064 68.874 0
5091.431 68.873 0
5091.797 68.872 0
5092.163 68.872 0
5092.529 68.871 0
5092.896 68.871 0
5093.262 68.870 0
5093.628 68.869 0
5093.994 68.869 0
5094.360 68.868 0
5094.727 68.867 0
5095.093 68.867 0
5095.459 68.866 0
5095.825 68.866 0
5096.191 68.865 0
5096.558 68.864 0
5096.924 68.864 0
5097.290 68.863 0
5097.656 68.863 0
5098.022 68.862 0
5098.389 68.861 0
5098.755 68.861 0
5099.121 68.860 0
5099.487 68.860 0
5099.854 68.859 0
5100.220 68.858 0
5100.586 68.858 0
5100.952 68.857 0
5101.318 68.857 0
5101.685 68.856 0
5102.051 68.855 0
5102.417 68.855 0
5102.783 68.854 0
5103.149 68.854 0
5103.516 68.853 0
5103.882 68.852 0
5104.248 68.852 0
5104.614 68.851 0
5104.980 68.851 0
5105.347 68.850 0
5105.713 68.849 0
5106.079 68.849 0
5106.445 68.848 0
5106.812 68.848 0
5107.178 68.847 0
5107.544 68.846 0
5107.910 68.846 0
5108.276 68.845 0
5108.643 68.845 0
5109.009 68.844 0
5109.375 68.843 0
5109.741 68.843 0
5110.107 68.842 0
5110.474 68.842 0
5110.840 68.841 0
5111.206 68.840 0
5111.572 68.840 0
5111.938 68.839 0
5112.305 68.839 0
5112.671 68.838 0
5113.037 68.837 0
5113.403 68.837 0
5113.770 68.836 0
5114.136 68.836 0
5114.502 68.835 0
5114.868 68.834 0
5115.234 68.834 0
5115.601 68.833 0
5115.967 68.833 0
5116.333 68.832 0
5116.699 68.831 0
5117.065 68.831 0
5117.432 68.830 0
5117.798 68.830 0
5118.164 68.829 0
5118.530 68.828 0
5118.896 68.828 0
5119.263 68.827 0
5119.629 68.827 0
5119.995 68.826 0
5120.361 68.825 0
5120.728 68.825 0
5121.094 68.824 0
5121.460 68.824 0
5121.826 68.823 0
5122.192 68.822 0
5122.559 68.822 0
5122.925 68.821 0
5123.291 68.821 0
5123.657 68.820 0
5124.023 68.819 0
5124.390 68.819 0
5124.756 68.818 0
5125.122 68.818 0
5125.488 68.817 0
5125.854 68.816 0
5126.221 68.816 0
5126.587 68.815 0
5126.953 68.815 0
5127.319 68.814 0
5127.686 68.813 0
5128.052 68.813 0
5128.418 68.812 0
5128.784 68.812 0
5129.150 68.811 0
5129.517 68.810 0
5129.883 68.810 0
5130.249 68.809 0
5130.615 68.809 0
5130.981 68.808 0
5131.348 68.807 0
5131.714 68.807 0
5132.080 68.806 0
5132.446 68.806 0
5132.812 68.805 0
5133.179 68.804 0
5133.545 68.804 0
5133.911 68.803 0
5134.277 68.803 0
5134.644 68.802 0
5135.010 68.801 0
5135.376 68.801 0
5135.742 68.800 0
5136.108 68.800 0
5136.475 68.799 0
5136.841 68.798 0
5137.207 68.798 0
5137.573 68.797 0
5137.939 68.797 0
5138.306 68.796 0
5138.672 68.795 0
5139.038 68.795 0
5139.404 68.794 0
5139.771 68.794 0
5140.137 68.793 0
5140.503 68.792 0
5140.869 68.792 0
5141.235 68.791 0
5141.602 68.791 0
5141.968 68.790 0
5142.334 68.789 0
5142.700 68.789 0
5143.066 68.788 0
5143.433 68.788 0
5143.799 68.787 0
5144.165 68.786 0
5144.531 68.786 0
5144.897 68.785 0
5145.264 68.785 0
5145.630 68.784 0
5145.996 68.783 0
5146.362 68.783 0
5146.729 68.782 0
5147.095 68.782 0
5147.461 68.781 0
5147.827 68.781 0
5148.193 68.780 0
5148.560 68.779 0
5148.926 68.779 0
5149.292 68.778 0
5149.658 68.778 0
5150.024 68.777 0
5150.391 68.776 0
5150.757 68.776 0
5151.123 68.775 0
5151.489 68.775 0
5151.855 68.774 0
5152.222 68.773 0
5152.588 68.773 0
5152.954 68.772 0
5153.320 68.772 0
5153.687 68.771 0
5154.053 68.770 0
5154.419 68.770 0
5154.785 68.769 0
5155.151 68.769 0
5155.518 68.768 0
5155.884 68.767 0
5156.250 68.767 0
5156.616 68.766 0
5156.982 68.766 0
5157.349 68.765 0
5157.715 68.764 0
5158.081 68.764 0
5158.447 68.763 0
5158.813 68.763 0
5159.180 68.762 0
5159.546 68.762 0
5159.912 68.761 0
5160.278 68.760 0
5160.645 68.760 0
5161.011 68.759 0
5161.377 68.759 0
5161.743 68.758 0
5162.109 68.757 0
5162.476 68.757 0
5162.842 68.756 0
5163.208 68.756 0
5163.574 68.755 0
5163.940 68.754 0
5164.307 68.754 0
5164.673 68.753 0
5165.039 68.753 0
